Provisional Final Fantasy IV ROM Map

Last Updated: 2024-05-15 16:06:36 UTC

The following is a provisional ROM map of Final Fantasy IV. It is currently
automatically generated from the source files of an incomplete disassembly of
the game. As such, things may be mislabeled or otherwise incorrect. Use this
information at your own risk. Here is a brief description of each field:

Label           A descriptive-ish name given to the region of code or data. May
                or may not be specific enough to accurately describe the region.
                Labels prefixed by underscores are subroutines expected to be
                used within the same bank (JSR/RTS). Other subroutines should be
                accessed with JSL/RTL. Most data blocks are suffixed with _data,
                but there are some scragglers that slipped through. Labels that
                start with CODE_ or DATA_ are ones that I have not bothered to
                accurately label yet beyond their use as code or data.

Mapped Address  The address of the region as accessed on the SNES system bus.
                Unless you have a particularly good reason (editing a file
                directly in a hex editor), you should always be use this
                address, as any written pointers will need to be written in
                this form anyway.

Binary Address  The address of the region in the actual ROM dump. As far as the
                game itself is concerned, this address does not exist. It is
                primarily useful for direct hex editing, but its use should
                otherwise be limited.

Type            A vague description of what this region contains.

Size            The size of the region in bytes. Do note that since a single
                logical region can occasionally have multiple labels, this value
                is not necessarily accurate.

+-----------------------------------------------------------------------+---------------------+-------------------+---------+--------+
|                                 Label                                 |   Mapped Address    |  Binary Address   |  Type   |  Size  |
| sound_effect_sample_data                                              | $04:9878 - $04:9E0B | $021878 - $021E0B | Data    |   1428 |
| attack_program_data                                                   | $04:9E0C - $04:A20F | $021E0C - $02220F | Data    |   1028 |
| attack_program_pointer_data                                           | $04:A210 - $04:A253 | $022210 - $022253 | Data    |     68 |
| sound_effect_data                                                     | $04:A254 - $04:B9C7 | $022254 - $0239C7 | Data    |   6004 |
| sound_effect_pointer_data                                             | $04:B9C8 - $04:BBCB | $0239C8 - $023BCB | Data    |    516 |
| UNKNOWN_04BBCC                                                        | $04:BBCC - $04:BBCF | $023BCC - $023BCF | Data    |      4 |
| UNUSED_04BBD0                                                         | $04:BBD0 - $04:BFFF | $023BD0 - $023FFF | Unused  |   1072 |
| audio_track_offset_offset_data                                        | $04:C000 - $04:C002 | $024000 - $024002 | Data    |      3 |
| instrument_offset_offset_data                                         | $04:C003 - $04:C005 | $024003 - $024005 | Data    |      3 |
| song_instrument_offset_data                                           | $04:C006 - $04:C008 | $024006 - $024008 | Data    |      3 |
| instrument_ram_offset_offset_data                                     | $04:C009 - $04:C00B | $024009 - $02400B | Data    |      3 |
| instrument_pitch_adjustment_offset_data                               | $04:C00C - $04:C00E | $02400C - $02400E | Data    |      3 |
| song_instrument_data                                                  | $04:C00F - $04:C8CE | $02400F - $0248CE | Data    |   2240 |
| instrument_ram_offset_data                                            | $04:C8CF - $04:C92A | $0248CF - $02492A | Data    |     92 |
| instrument_pitch_adjustment_data                                      | $04:C92B - $04:C941 | $02492B - $024941 | Data    |     23 |
| instrument_offset_data                                                | $04:C942 - $04:C989 | $024942 - $024989 | Data    |     72 |
| instrument_strings_data                                               | $04:C98A - $04:E12B | $02498A - $02612B | Data    |   6050 |
| instrument_unknown_piano_data                                         | $04:E12C - $04:E23B | $02612C - $02623B | Data    |    272 |
| instrument_piano_data                                                 | $04:E23C - $04:E543 | $02623C - $026543 | Data    |    776 |
| instrument_harp_data                                                  | $04:E544 - $04:E545 | $026544 - $026545 | Data    |      2 |
| instrument_harp_data                                                  | $05:8000 - $05:8876 | $028000 - $028876 | Code    |   2167 |
| instrument_organ_data                                                 | $05:8877 - $05:93B8 | $028877 - $0293B8 | Data    |   2882 |
| instrument_trumpet_data                                               | $05:93B9 - $05:956A | $0293B9 - $02956A | Data    |    434 |
| instrument_flute_data                                                 | $05:956B - $05:96EF | $02956B - $0296EF | Data    |    389 |
| instrument_marimba_data                                               | $05:96F0 - $05:B5BD | $0296F0 - $02B5BD | Data    |   7886 |
| instrument_bass_guitar_data                                           | $05:B5BE - $05:BBA7 | $02B5BE - $02BBA7 | Data    |   1514 |
| instrument_timpani_data                                               | $05:BBA8 - $05:DEDA | $02BBA8 - $02DEDA | Data    |   9011 |
| instrument_electric_piano_data                                        | $05:DEDB - $05:F3D0 | $02DEDB - $02F3D0 | Data    |   5366 |
| instrument_snare_drum_data                                            | $05:F3D1 - $05:F3D2 | $02F3D1 - $02F3D2 | Data    |      2 |
| instrument_snare_drum_data                                            | $06:8000 - $06:8338 | $030000 - $030338 | Code    |    825 |
| instrument_bass_drum_data                                             | $06:8339 - $06:8889 | $030339 - $030889 | Data    |   1361 |
| instrument_snare_drum_hard_data                                       | $06:888A - $06:9B3F | $03088A - $031B3F | Data    |   4790 |
| instrument_bass_drum_hard_data                                        | $06:9B40 - $06:ADF5 | $031B40 - $032DF5 | Data    |   4790 |
| instrument_cymbal_data                                                | $06:ADF6 - $06:C0FC | $032DF6 - $0340FC | Data    |   4871 |
| instrument_hi_hat_data                                                | $06:C0FD - $06:C8B1 | $0340FD - $0348B1 | Data    |   1973 |
| instrument_cowbell_data                                               | $06:C8B2 - $06:D186 | $0348B2 - $035186 | Data    |   2261 |
| instrument_shaker_data                                                | $06:D187 - $06:D5F6 | $035187 - $0355F6 | Data    |   1136 |
| instrument_cuica_data                                                 | $06:D5F7 - $06:DD3F | $0355F7 - $035D3F | Data    |   1865 |
| instrument_timbal_data                                                | $06:DD40 - $06:ECA7 | $035D40 - $036CA7 | Data    |   3944 |
| instrument_whistle_data                                               | $06:ECA8 - $06:F21C | $036CA8 - $03721C | Data    |   1397 |
| audio_track_offset_data                                               | $06:F21D - $06:F2EE | $03721D - $0372EE | Data    |    210 |
| audio_track_none_data                                                 | $06:F2EF - $06:F300 | $0372EF - $037300 | Data    |     18 |
| audio_track_airship_right_to_left_data                                | $06:F301 - $06:F42F | $037301 - $03742F | Data    |    303 |
| audio_track_ship_launch_data                                          | $06:F430 - $06:F4C5 | $037430 - $0374C5 | Data    |    150 |
| audio_track_unused_1_data                                             | $06:F4C6 - $06:F58E | $0374C6 - $03758E | Data    |    201 |
| audio_track_unused_2_data                                             | $06:F58F - $06:F657 | $03758F - $037657 | Data    |    201 |
| audio_track_rumbling_data                                             | $06:F658 - $06:F697 | $037658 - $037697 | Data    |     64 |
| audio_track_falling_tone_data                                         | $06:F698 - $06:F6D5 | $037698 - $0376D5 | Data    |     62 |
| audio_track_flowing_water_data                                        | $06:F6D6 - $06:F70D | $0376D6 - $03770D | Data    |     56 |
| audio_track_silence_data                                              | $06:F70E - $06:F726 | $03770E - $037726 | Data    |     25 |
| audio_track_prologue_data                                             | $06:F727 - $06:FAE7 | $037727 - $037AE7 | Data    |    961 |
| audio_track_long_way_to_go_data                                       | $06:FAE8 - $06:FBE5 | $037AE8 - $037BE5 | Data    |    254 |
| audio_track_unused_fanfare_data                                       | $06:FBE6 - $06:FD0E | $037BE6 - $037D0E | Data    |    297 |
| audio_track_chocobo_chocobo_data                                      | $06:FD0F - $06:FD10 | $037D0F - $037D10 | Data    |      2 |
| audio_track_chocobo_chocobo_data                                      | $07:8000 - $07:8049 | $038000 - $038049 | Data    |     74 |
| audio_track_samba_de_chocobo_data                                     | $07:804A - $07:830B | $03804A - $03830B | Data    |    706 |
| audio_track_land_of_dwarves_data                                      | $07:830C - $07:8870 | $03830C - $038870 | Data    |   1381 |
| audio_track_final_battle_data                                         | $07:8871 - $07:93E3 | $038871 - $0393E3 | Data    |   2931 |
| audio_track_fanfare_data                                              | $07:93E4 - $07:963B | $0393E4 - $03963B | Data    |    600 |
| audio_track_welcome_to_our_town_data                                  | $07:963C - $07:9836 | $03963C - $039836 | Data    |    507 |
| audio_track_rydia_data                                                | $07:9837 - $07:9C1B | $039837 - $039C1B | Data    |    997 |
| audio_track_battle_with_the_four_fiends_data                          | $07:9C1C - $07:A434 | $039C1C - $03A434 | Data    |   2073 |
| audio_track_mt_ordeals_data                                           | $07:A435 - $07:A7CF | $03A435 - $03A7CF | Data    |    923 |
| audio_track_main_theme_of_final_fantasy_iv_data                       | $07:A7D0 - $07:ABDA | $03A7D0 - $03ABDA | Data    |   1035 |
| audio_track_lunar_whale_data                                          | $07:ABDB - $07:B091 | $03ABDB - $03B091 | Data    |   1207 |
| audio_track_sorrow_and_loss_data                                      | $07:B092 - $07:B1F9 | $03B092 - $03B1F9 | Data    |    360 |
| audio_track_good_night_data                                           | $07:B1FA - $07:B2BB | $03B1FA - $03B2BB | Data    |    194 |
| audio_track_golbez_clad_in_darkness_data                              | $07:B2BC - $07:B5A2 | $03B2BC - $03B5A2 | Data    |    743 |
| audio_track_edwards_harp_data                                         | $07:B5A3 - $07:B784 | $03B5A3 - $03B784 | Data    |    482 |
| audio_track_theme_of_love_data                                        | $07:B785 - $07:BAF4 | $03B785 - $03BAF4 | Data    |    880 |
| audio_track_kingdom_of_baron_data                                     | $07:BAF5 - $07:BDAE | $03BAF5 - $03BDAE | Data    |    698 |
| audio_track_prelude_data                                              | $07:BDAF - $07:C360 | $03BDAF - $03C360 | Data    |   1458 |
| audio_track_somewhere_in_the_world_data                               | $07:C361 - $07:C502 | $03C361 - $03C502 | Data    |    418 |
| audio_track_tower_of_babil_data                                       | $07:C503 - $07:C8CD | $03C503 - $03C8CD | Data    |    971 |
| audio_track_airship_data                                              | $07:C8CE - $07:CC14 | $03C8CE - $03CC14 | Data    |    839 |
| audio_track_tower_of_zot_data                                         | $07:CC15 - $07:CFA2 | $03CC15 - $03CFA2 | Data    |    910 |
| audio_track_battle_2_data                                             | $07:CFA3 - $07:D462 | $03CFA3 - $03D462 | Data    |   1216 |
| audio_track_within_the_giant_data                                     | $07:D463 - $07:D8AC | $03D463 - $03D8AC | Data    |   1098 |
| audio_track_land_of_summons_data                                      | $07:D8AD - $07:DAE9 | $03D8AD - $03DAE9 | Data    |    573 |
| audio_track_bomb_ring_data                                            | $07:DAEA - $07:DD0F | $03DAEA - $03DD0F | Data    |    550 |
| audio_track_lunarians_data                                            | $07:DD10 - $07:DF4C | $03DD10 - $03DF4C | Data    |    573 |
| audio_track_surprise_data                                             | $07:DF4D - $07:E042 | $03DF4D - $03E042 | Data    |    246 |
| audio_track_giott_king_of_the_dwarves_data                            | $07:E043 - $07:E254 | $03E043 - $03E254 | Data    |    530 |
| audio_track_palom_and_porom_data                                      | $07:E255 - $07:E507 | $03E255 - $03E507 | Data    |    691 |
| audio_track_dancing_calbrena_data                                     | $07:E508 - $07:E6A6 | $03E508 - $03E6A6 | Data    |    415 |
| audio_track_run_data                                                  | $07:E6A7 - $07:E8F6 | $03E6A7 - $03E8F6 | Data    |    592 |
| audio_track_hey_cid_data                                              | $07:E8F7 - $07:EC77 | $03E8F7 - $03EC77 | Data    |    897 |
| audio_track_into_the_darkness_data                                    | $07:EC78 - $07:F139 | $03EC78 - $03F139 | Data    |   1218 |
| audio_track_dancer_data                                               | $07:F13A - $07:F410 | $03F13A - $03F410 | Data    |    727 |
| audio_track_battle_1_data                                             | $07:F411 - $07:F8D3 | $03F411 - $03F8D3 | Data    |   1219 |
| audio_track_damcyan_castle_data                                       | $07:F8D4 - $07:FAE3 | $03F8D4 - $03FAE3 | Data    |    528 |
| audio_track_good_fanfare_data                                         | $07:FAE4 - $07:FBFE | $03FAE4 - $03FBFE | Data    |    283 |
| audio_track_bad_fanfare_data                                          | $07:FBFF - $07:FCE2 | $03FBFF - $03FCE2 | Data    |    228 |
| audio_track_chocobo_forest_data                                       | $07:FCE3 - $07:FDC6 | $03FCE3 - $03FDC6 | Data    |    228 |
| audio_track_red_wings_data                                            | $07:FDC7 - $07:FDC8 | $03FDC7 - $03FDC8 | Data    |      2 |
| audio_track_red_wings_data                                            | $08:8000 - $08:8138 | $040000 - $040138 | Data    |    313 |
| audio_track_suspicion_data                                            | $08:8139 - $08:8226 | $040139 - $040226 | Data    |    238 |
| audio_track_fabul_data                                                | $08:8227 - $08:8434 | $040227 - $040434 | Data    |    526 |
